bill_id,bill_type,subjects_top_term,cosponsors,num_cosponsors,num_support,enacted_as
hjres31-115,hjres,Government operations and politics,"['A000371', 'B001300', 'B001281', 'B001287', 'B001292', 'B000574', 'B001303', 'B001278', 'B001296', 'B001285', 'B001286', 'C001037', 'C001112', 'C001090', 'C001066', 'C001084', 'C001101', 'C001067', 'C001068', 'C001078', 'C000714', 'C000754', 'C001069', 'C001111', 'C001038', 'C000984', 'D000191', 'D000620', 'D000216', 'D000617', 'D000623', 'D000624', 'D000399', 'D000482', 'E000179', 'E000215', 'E000297', 'E000293', 'E000296', 'F000454', 'F000462', 'G000571', 'G000574', 'G000559', 'G000553', 'G000410', 'G000551', 'G000535', 'H000324', 'H001064', 'H001038', 'H001047', 'H001068', 'J000032', 'J000298', 'J000294', 'J000288', 'K000009', 'K000386', 'K000375', 'K000379', 'K000389', 'K000390', 'K000381', 'K000188', 'K000391', 'K000382', 'L000588', 'L000559', 'L000560', 'L000557', 'L000551', 'L000582', 'L000565', 'L000397', 'L000579', 'L000480', 'L000580', 'L000570', 'L000562', 'M000087', 'M001185', 'M001163', 'M001143', 'M001200', 'M000312', 'M001137', 'M001188', 'M001206', 'M001196', 'M001202', 'N000002', 'N000127', 'N000188', 'N000147', 'O000171', 'O000170', 'P000096', 'P000197', 'P000593', 'P000608', 'P000597', 'P000607', 'P000598', 'P000523', 'Q000023', 'R000606', 'R000602', 'R000588', 'R000608', 'R000486', 'R000599', 'S001168', 'S001145', 'S001150', 'S001190', 'S001180', 'S000248', 'S001170', 'S000344', 'S001165', 'S000480', 'S000510', 'S001200', 'S001175', 'S001201', 'S001193', 'T000472', 'T000460', 'T000468', 'T000469', 'T000474', 'T000465', 'V000081', 'W000799', 'W000797', 'W000187', 'W000800', 'W000808', 'Y000062']",140,141,0
hjres38-115,hjres,Environmental protection,"['A000374', 'A000369', 'B001269', 'B001282', 'B001250', 'B001243', 'B001295', 'B001290', 'B001275', 'B001289', 'C000266', 'C001109', 'C001108', 'C001062', 'C001094', 'C001096', 'D000619', 'D000615', 'D000628', 'E000294', 'F000459', 'F000461', 'F000448', 'G000563', 'G000552', 'G000565', 'G000568', 'G000558', 'H001052', 'H001077', 'H001074', 'J000297', 'J000289', 'J000295', 'K000376', 'L000585', 'L000578', 'L000564', 'L000566', 'M001179', 'M001177', 'M001180', 'M001195', 'M001151', 'N000189', 'O000168', 'P000588', 'P000605', 'R000600', 'R000586', 'R000582', 'R000395', 'R000592', 'R000598', 'S000250', 'S000364', 'S001154', 'S001192', 'S001187', 'T000467', 'T000462', 'T000470', 'W000812', 'W000814', 'W000815', 'W000821', 'W000816', 'W000809', 'W000810', 'Y000065', 'Y000033']",71,72,1
hjres54-115,hjres,Taxation,['B001299'],1,2,0
hjres98-115,hjres,Economics and public finance,['B001291'],1,2,0
hjres53-115,hjres,"Civil rights and liberties, minority issues","['A000370', 'A000371', 'B001300', 'B001281', 'B001292', 'B000574', 'B001303', 'B001278', 'B001245', 'B001296', 'B001227', 'B001304', 'B001285', 'B001286', 'B001251', 'C001037', 'C001112', 'C001097', 'C001072', 'C001090', 'C001066', 'C001091', 'C001080', 'C001084', 'C001101', 'C001067', 'C001049', 'C000537', 'C001068', 'C001078', 'C000714', 'C000754', 'C001069', 'C001111', 'C000984', 'D000096', 'D000598', 'D000191', 'D000197', 'D000620', 'D000216', 'D000617', 'D000623', 'D000610', 'D000624', 'D000482', 'E000288', 'E000179', 'E000215', 'E000297', 'E000293', 'E000296', 'F000454', 'F000462', 'F000455', 'G000571', 'G000574', 'G000559', 'G000581', 'G000553', 'G000551', 'G000535', 'H000324', 'H001064', 'H001038', 'H001047', 'H000874', 'H001068', 'J000032', 'J000298', 'J000294', 'J000126', 'J000288', 'K000009', 'K000375', 'K000385', 'K000379', 'K000389', 'K000390', 'K000380', 'K000381', 'K000188', 'K000391', 'K000382', 'L000567', 'L000559', 'L000560', 'L000557', 'L000581', 'L000586', 'L000551', 'L000263', 'L000287', 'L000582', 'L000565', 'L000579', 'L000480', 'L000580', 'L000570', 'L000562', 'M000087', 'M001185', 'M001163', 'M001143', 'M000312', 'M001166', 'M001137', 'M001160', 'M001196', 'N000002', 'N000179', 'N000127', 'N000188', 'N000147', 'O000171', 'P000034', 'P000613', 'P000096', 'P000604', 'P000593', 'P000608', 'P000597', 'P000610', 'P000607', 'P000523', 'Q000023', 'R000606', 'R000602', 'R000588', 'R000608', 'R000486', 'R000599', 'R000576', 'R000515', 'R000577', 'S001156', 'S001168', 'S001145', 'S001150', 'S001190', 'S001180', 'S000185', 'S000248', 'S001170', 'S000344', 'S001191', 'S001165', 'S000480', 'S000510', 'S001200', 'S001193', 'T000472', 'T000193', 'T000460', 'T000468', 'T000469', 'T000474', 'T000465', 'V000130', 'V000131', 'V000081', 'W000799', 'W000797', 'W000822', 'W000800', 'W000808', 'Y000062']",167,168,0
hjres65-115,hjres,Government operations and politics,"['B001296', 'B001285', 'C001084', 'C001067', 'C001068', 'C001069', 'D000191', 'E000288', 'E000297', 'G000559', 'G000553', 'H001068', 'K000380', 'L000582', 'L000579', 'M000312', 'P000607', 'S001145', 'S000248', 'S000344', 'S000510', 'S001200', 'S001193', 'V000130', 'V000132']",25,26,0
hjres91-115,hjres,"Civil rights and liberties, minority issues",['B001245'],1,2,0
hjres96-115,hjres,Public lands and natural resources,[],0,1,0
hjres62-115,hjres,Finance and financial sector,"['H001058', 'L000583', 'R000593']",3,4,0
hjres40-115,hjres,Crime and law enforcement,"['A000374', 'A000055', 'A000372', 'A000369', 'A000375', 'B001291', 'B001299', 'B001269', 'B001282', 'B000213', 'B001250', 'B001273', 'B001243', 'B001295', 'B001290', 'B001274', 'B001248', 'B001289', 'C001051', 'C001109', 'C001053', 'C001092', 'C001093', 'C001062', 'C001094', 'C001096', 'C001087', 'C001048', 'D000616', 'D000615', 'E000294', 'F000460', 'F000459', 'F000461', 'F000450', 'F000448', 'G000552', 'G000565', 'G000377', 'G000560', 'G000568', 'G000558', 'H001045', 'H001052', 'H001053', 'H001036', 'H001071', 'H001077', 'H001072', 'H001065', 'H001067', 'H001059', 'H001048', 'H001073', 'J000297', 'J000292', 'J000255', 'K000376', 'K000362', 'L000573', 'L000578', 'L000564', 'L000566', 'L000576', 'L000583', 'L000584', 'L000569', 'M001158', 'M001179', 'M001184', 'M001157', 'M001177', 'M001180', 'M001197', 'M001187', 'M001189', 'M001201', 'M001194', 'M001190', 'N000189', 'N000184', 'N000181', 'O000168', 'P000601', 'P000609', 'P000258', 'P000606', 'P000592', 'P000611', 'P000599', 'R000601', 'R000585', 'R000586', 'R000582', 'R000575', 'R000583', 'R000580', 'R000598', 'R000603', 'R000604', 'S001176', 'S001183', 'S001189', 'S000250', 'S001154', 'S001172', 'S001195', 'S000583', 'T000467', 'T000238', 'T000462', 'W000813', 'W000814', 'W000815', 'W000821', 'W000816', 'W000795', 'W000804', 'Y000065', 'Y000033']",120,121,1
hjres47-115,hjres,Energy,"['B001302', 'C001096', 'G000565', 'N000189', 'P000588', 'R000600']",6,7,0
hjres78-115,hjres,Government operations and politics,"['C001053', 'M001163']",2,3,0
hjres71-115,hjres,Public lands and natural resources,"['A000374', 'B001291', 'B001302', 'B001297', 'C001076', 'C001096', 'E000294', 'F000459', 'F000461', 'F000448', 'G000563', 'G000552', 'G000565', 'G000558', 'H001036', 'H001077', 'L000564', 'P000588', 'R000600', 'R000592', 'S001176', 'S001192']",22,23,0
hjres85-115,hjres,Congress,"['B001298', 'F000466', 'H001074', 'J000299', 'M001199', 'T000477', 'T000478']",7,8,0
hjres82-115,hjres,Public lands and natural resources,"['C001096', 'G000565', 'P000588']",3,4,0
hjres76-115,hjres,Transportation and public works,"['B001292', 'B001304', 'C001105', 'C001078', 'D000620', 'N000147', 'R000606', 'S001168']",8,9,1
hjres49-115,hjres,Public lands and natural resources,[],0,1,0
hjres22-115,hjres,Environmental protection,[],0,1,0
hjres25-115,hjres,Congress,['M001187'],1,2,0
hjres13-115,hjres,Congress,"['B001294', 'H001074']",2,3,0
hjres14-115,hjres,Economics and public finance,['G000578'],1,2,0
hjres77-115,hjres,Water resources development,"['B001257', 'B001260', 'C001107', 'D000621', 'D000600', 'G000578', 'L000586', 'M001199', 'P000599', 'R000607', 'R000593', 'R000609']",12,13,0
hjres83-115,hjres,Labor and employment,"['A000375', 'F000465', 'F000450', 'G000576', 'H001053', 'M001177', 'R000582', 'R000592', 'R000607', 'W000798', 'Y000065']",11,12,1
hjres48-115,hjres,"Civil rights and liberties, minority issues","['A000370', 'B001300', 'B001270', 'B001292', 'B000574', 'B001278', 'C001037', 'C001072', 'C001090', 'C001080', 'C001101', 'C000714', 'C000984', 'D000096', 'D000191', 'D000617', 'D000623', 'E000288', 'E000179', 'E000293', 'F000455', 'G000571', 'G000551', 'H001064', 'H001068', 'J000032', 'J000298', 'J000255', 'K000009', 'K000375', 'K000379', 'K000389', 'K000381', 'K000188', 'L000586', 'L000551', 'L000582', 'L000579', 'L000562', 'M001163', 'M001143', 'M000312', 'M001160', 'M001196', 'N000188', 'N000147', 'O000170', 'P000593', 'P000597', 'P000607', 'P000598', 'R000606', 'R000486', 'R000577', 'S001145', 'S000248', 'S000480', 'S000510', 'S001175', 'T000472', 'T000469', 'T000465', 'W000799', 'W000187', 'W000800']",65,66,0
hjres84-115,hjres,Transportation and public works,[],0,1,0
hjres70-115,hjres,Energy,"['B001302', 'C001096', 'G000565', 'N000189', 'P000588', 'R000600']",6,7,0
hjres46-115,hjres,Public lands and natural resources,"['B001302', 'B001273', 'C001096', 'G000552', 'N000189', 'R000600']",6,7,0
hjres79-115,hjres,Government operations and politics,"['C001053', 'M001163']",2,3,0
hjres41-115,hjres,Finance and financial sector,"['B001282', 'B001305', 'D000626', 'D000614', 'E000294', 'H001036', 'H001072', 'H001074', 'H001059', 'K000210', 'K000392', 'L000583', 'L000584', 'L000491', 'L000569', 'M001193', 'M001156', 'M001195', 'P000588', 'P000606', 'P000611', 'P000599', 'R000593', 'R000598', 'S000250', 'S001187', 'T000478', 'T000470', 'T000475', 'W000812', 'W000816', 'W000810', 'Z000017']",33,34,1
hjres15-115,hjres,Economics and public finance,"['P000598', 'S000051']",2,3,0
hjres12-115,hjres,Economics and public finance,"['D000615', 'G000576', 'W000821', 'W000795']",4,5,0
hjres24-115,hjres,Congress,['H001074'],1,2,0
hjres23-115,hjres,Congress,[],0,1,0
hjres8-115,hjres,Economics and public finance,['G000579'],1,2,0
hjres101-115,hjres,Congress,"['G000581', 'H001074', 'K000389', 'M001187']",4,5,0
hjres139-115,hjres,International affairs,"['F000466', 'H001052', 'L000263']",3,4,0
hjres106-115,hjres,Congress,"['B001274', 'K000362', 'L000564']",3,4,0
hjres6-115,hjres,Congress,"['A000372', 'B001298', 'B001302', 'B001294', 'B001290', 'B001274', 'B001297', 'B001305', 'C001115', 'C001108', 'D000626', 'D000616', 'D000615', 'F000464', 'F000465', 'G000578', 'G000584', 'G000566', 'H001074', 'H001067', 'J000297', 'J000299', 'L000585', 'L000589', 'L000491', 'M001198', 'M001184', 'M001199', 'M001187', 'M001189', 'M001195', 'N000190', 'O000170', 'P000609', 'P000606', 'R000601', 'R000592', 'R000607', 'R000583', 'S000051', 'S001183', 'W000812', 'Z000017']",43,44,0
hjres130-115,hjres,"Arts, culture, religion","['A000374', 'A000055', 'A000375', 'B001298', 'B001282', 'B001273', 'B001243', 'B001295', 'B001290', 'B001274', 'B001284', 'B001248', 'C001053', 'C001062', 'C001096', 'D000615', 'E000294', 'F000450', 'G000563', 'G000552', 'G000289', 'G000565', 'G000568', 'G000576', 'H001078', 'H001053', 'H001071', 'H001065', 'H001067', 'H001058', 'H001059', 'H001048', 'J000290', 'J000299', 'J000174', 'J000255', 'K000376', 'K000388', 'K000362', 'L000564', 'M001193', 'M001198', 'M001156', 'M001159', 'M001187', 'M001189', 'N000189', 'N000190', 'P000601', 'P000609', 'P000599', 'R000582', 'R000603', 'S000583', 'T000467', 'W000819', 'W000806', 'Y000065']",58,59,0
hjres108-115,hjres,Economics and public finance,[],0,1,0
hjres137-115,hjres,Government operations and politics,[],0,1,0
hjres1-115,hjres,Economics and public finance,"['A000372', 'B001291', 'B001298', 'B001293', 'B001305', 'C000266', 'C001077', 'C001062', 'C001048', 'E000294', 'F000460', 'F000461', 'G000579', 'G000566', 'G000568', 'G000558', 'H001072', 'J000297', 'K000362', 'K000392', 'L000566', 'L000589', 'M001151', 'N000189', 'N000190', 'O000168', 'P000611', 'R000597', 'R000582', 'R000592', 'R000607', 'R000603', 'S000051', 'S000244', 'S000583', 'S001199', 'T000478', 'U000031']",38,39,0
hjres109-115,hjres,Economics and public finance,[],0,1,0
hjres136-115,hjres,Government operations and politics,"['C001072', 'N000147']",2,3,0
hjres131-115,hjres,"Science, technology, communications",[],0,1,0
hjres7-115,hjres,Congress,"['G000578', 'G000579', 'H001074']",3,4,0
hjres138-115,hjres,Government operations and politics,[],0,1,0
hjres107-115,hjres,Economics and public finance,"['B000490', 'C000754', 'C001110', 'C001059', 'C001111', 'C001063', 'G000583', 'O000171', 'P000258', 'R000608', 'S001180', 'S001191', 'S001201']",13,14,0
hjres9-115,hjres,Congress,"['D000628', 'G000578', 'G000579']",3,4,0
hjres100-115,hjres,International affairs,"['C001072', 'C001066', 'E000296', 'H001050', 'H000324', 'L000579', 'M001196', 'M001202', 'N000188', 'P000607', 'S000051', 'T000460', 'W000799']",13,14,0
hconres76-115,hconres,Taxation,"['B001300', 'C001094', 'D000625', 'J000032', 'K000210', 'M001137', 'S001170', 'S001193', 'T000468']",9,10,0
hconres82-115,hconres,International affairs,['C001111'],1,2,0
hconres49-115,hconres,Education,"['B001300', 'B000574', 'C001084', 'C001101', 'C001067', 'D000197', 'D000617', 'D000623', 'D000610', 'D000624', 'E000297', 'E000293', 'G000551', 'H001050', 'H000324', 'J000298', 'K000375', 'K000389', 'K000381', 'K000391', 'K000382', 'L000579', 'L000480', 'M000087', 'M001185', 'M001196', 'N000188', 'N000147', 'P000034', 'P000608', 'P000607', 'P000598', 'P000523', 'R000602', 'S001156', 'S001191', 'S000480', 'S001175', 'S001193', 'T000472', 'T000469', 'T000465', 'W000797', 'W000822', 'W000800', 'W000808']",46,47,0
hconres104-115,hconres,Emergency management,[],0,1,0
hconres6-115,hconres,International affairs,[],0,1,0
hconres85-115,hconres,Economics and public finance,[],0,1,0
hconres71-115,hconres,Economics and public finance,[],0,1,0
hconres103-115,hconres,Congress,"['D000610', 'E000179', 'G000377', 'K000392', 'L000480', 'R000580', 'S001190', 'S000522', 'V000131', 'Z000017']",10,11,0
hconres1-115,hconres,Congress,[],0,1,0
hconres8-115,hconres,Congress,"['A000371', 'A000369', 'A000375', 'B001298', 'B001299', 'B001269', 'B001282', 'B001300', 'B000213', 'B001287', 'B001293', 'B001245', 'B001290', 'B001274', 'B001284', 'B001285', 'B001275', 'B001248', 'B001286', 'B001289', 'C000059', 'C001037', 'C001112', 'C001090', 'C000266', 'C001076', 'C001101', 'C001077', 'C001053', 'C000754', 'C001110', 'C001106', 'C001111', 'C001063', 'C001048', 'C001107', 'D000626', 'D000191', 'D000623', 'D000624', 'E000215', 'E000293', 'F000464', 'F000465', 'F000466', 'F000459', 'F000461', 'F000449', 'G000552', 'G000581', 'G000289', 'G000560', 'H001045', 'H001056', 'H001071', 'H001047', 'H001065', 'H001058', 'J000294', 'J000290', 'J000292', 'J000255', 'J000289', 'J000295', 'K000386', 'K000375', 'K000376', 'K000381', 'K000188', 'K000210', 'K000382', 'L000585', 'L000578', 'L000567', 'L000557', 'L000566', 'L000587', 'L000563', 'L000491', 'L000562', 'M000087', 'M001185', 'M001179', 'M001198', 'M001199', 'M001177', 'M001143', 'M000312', 'M001159', 'M001187', 'M001181', 'M001137', 'M001188', 'M001189', 'M001195', 'M001196', 'M001202', 'N000189', 'O000170', 'P000608', 'P000611', 'P000598', 'Q000023', 'R000578', 'R000602', 'R000597', 'R000588', 'R000582', 'R000608', 'R000603', 'R000487', 'R000604', 'S000051', 'S001190', 'S000244', 'S000344', 'S000364', 'S001191', 'S000510', 'S001172', 'S001199', 'S001200', 'S001196', 'S001187', 'T000478', 'T000467', 'T000460', 'T000470', 'T000469', 'T000465', 'T000463', 'V000129', 'W000819', 'W000820', 'W000806', 'W000800', 'W000815', 'W000821', 'Z000017']",139,140,0
hconres47-115,hconres,International affairs,"['B001300', 'B000574', 'B001296', 'C001084', 'C001067', 'C001049', 'C001068', 'D000623', 'E000179', 'E000296', 'G000574', 'G000535', 'J000298', 'J000294', 'K000009', 'K000379', 'K000390', 'K000391', 'L000582', 'L000397', 'L000579', 'M000312', 'N000002', 'N000179', 'N000147', 'P000593', 'R000606', 'S001170', 'S001200', 'W000799']",30,31,0
hconres135-115,hconres,Congress,[],0,1,0
hconres78-115,hconres,"Civil rights and liberties, minority issues","['B001300', 'B001303', 'C001067', 'C001069', 'E000288', 'E000296', 'G000535', 'H000324', 'J000032', 'K000009', 'K000376', 'L000551', 'M001143', 'M001196', 'N000147', 'Q000023', 'R000588', 'R000608', 'R000515', 'S001145', 'S001157', 'S000248', 'S001185', 'S001165', 'V000132', 'W000187']",26,27,0
hconres40-115,hconres,Foreign trade and international finance,"['A000374', 'C001096', 'F000462', 'G000563', 'G000577', 'H000324', 'H001077', 'J000255', 'K000380', 'M001201', 'M001195', 'R000583', 'S001180', 'W000795']",14,15,0
hconres132-115,hconres,Crime and law enforcement,"['B001270', 'C001037', 'C001072', 'C001067', 'C001068', 'D000096', 'D000191', 'G000585', 'J000298', 'J000288', 'L000551', 'M000312', 'M001137', 'S000248', 'S000510', 'V000081']",16,17,0
hconres14-115,hconres,Congress,['A000367'],1,2,0
hconres13-115,hconres,"Science, technology, communications","['A000374', 'A000370', 'A000372', 'A000369', 'A000375', 'B001291', 'B001298', 'B001299', 'B001269', 'B001282', 'B000213', 'B001281', 'B001257', 'B000490', 'B001294', 'B001245', 'B001295', 'B000755', 'B001290', 'B001283', 'B001274', 'B001284', 'B001304', 'B001260', 'B001275', 'B001305', 'B001286', 'B001251', 'B001289', 'C000059', 'C001037', 'C001072', 'C001103', 'C001066', 'C000266', 'C001109', 'C001101', 'C001049', 'C001077', 'C001053', 'C001092', 'C001108', 'C001094', 'C001110', 'C001059', 'C001069', 'C001096', 'C001087', 'C001063', 'C001048', 'C000984', 'C001107', 'D000626', 'D000619', 'D000191', 'D000620', 'D000604', 'D000624', 'D000625', 'D000614', 'D000615', 'D000533', 'D000628', 'E000288', 'E000294', 'E000298', 'E000293', 'E000296', 'F000460', 'F000464', 'F000465', 'F000466', 'F000461', 'F000449', 'F000450', 'F000372', 'G000579', 'G000580', 'G000584', 'G000563', 'G000581', 'G000582', 'G000565', 'G000583', 'G000377', 'G000546', 'G000560', 'G000553', 'G000410', 'G000576', 'G000558', 'H001045', 'H001052', 'H001053', 'H000324', 'H001056', 'H001071', 'H001072', 'H001074', 'H001067', 'H001059', 'J000297', 'J000290', 'J000292', 'J000299', 'J000255', 'J000289', 'J000295', 'K000009', 'K000386', 'K000375', 'K000376', 'K000388', 'K000390', 'K000381', 'K000188', 'K000378', 'K000387', 'K000382', 'L000585', 'L000578', 'L000564', 'L000567', 'L000566', 'L000586', 'L000587', 'L000554', 'L000565', 'L000576', 'L000583', 'L000491', 'L000569', 'L000580', 'L000570', 'L000562', 'M001158', 'M001198', 'M001184', 'M001200', 'M001156', 'M001180', 'M001159', 'M001197', 'M001187', 'M001137', 'M001189', 'M001201', 'M001195', 'M001196', 'M001190', 'N000189', 'N000184', 'N000188', 'N000190', 'N000181', 'O000171', 'O000170', 'O000168', 'P000601', 'P000034', 'P000096', 'P000594', 'P000604', 'P000588', 'P000606', 'P000610', 'P000592', 'P000599', 'R000600', 'R000585', 'R000586', 'R000597', 'R000395', 'R000575', 'R000592', 'R000580', 'R000593', 'R000603', 'R000576', 'R000515', 'R000604', 'R000577', 'S001180', 'S001183', 'S001189', 'S001157', 'S000250', 'S001185', 'S000364', 'S001154', 'S001148', 'S001191', 'S001165', 'S001172', 'S000522', 'S001196', 'S001192', 'S001187', 'T000478', 'T000467', 'T000238', 'T000462', 'T000463', 'U000031', 'V000129', 'V000131', 'V000132', 'V000108', 'W000812', 'W000798', 'W000791', 'W000819', 'W000813', 'W000799', 'W000814', 'W000815', 'W000821', 'W000816', 'W000808', 'W000795', 'W000804', 'W000809', 'Y000062', 'Y000063', 'Y000066', 'Y000033', 'Z000017']",227,228,0
